Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,LogAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
Chidiebele,703,42,9,63227.0,1,0,1,137316.32,0,3.7612001156935624,0,1,0,0,1
Ahmed,747,41,5,94521.17,2,1,0,194926.86,0,3.7376696182833684,0,0,1,1,0
Booth,583,27,7,0.0,2,1,0,51285.49,0,3.332204510175204,1,0,0,0,1
Chuang,750,34,9,112822.26,1,0,0,150401.53,1,3.5553480614894135,0,0,1,1,0
Shao,681,38,3,0.0,2,1,1,112491.96,0,3.6635616461296463,1,0,0,0,1
Tsao,773,25,2,135903.33,1,1,0,73656.38,0,3.258096538021482,1,0,0,0,1
Tien,714,31,4,125169.26,1,1,1,106636.89,0,3.4657359027997265,1,0,0,1,0
Chang,687,44,7,0.0,3,1,0,155853.52,1,3.8066624897703196,0,0,1,1,0
Johnson,511,58,0,149117.31,1,1,1,162599.51,0,4.07753744390572,1,0,0,0,1
French,627,33,5,0.0,2,1,1,103737.82,0,3.5263605246161616,1,0,0,0,1
Efremov,694,31,10,0.0,2,1,0,160990.27,0,3.4657359027997265,1,0,0,1,0
Hartley,616,36,6,132311.71,1,0,0,15462.84,0,3.6109179126442243,0,0,1,1,0
Calabrese,687,35,8,0.0,2,1,0,10334.05,0,3.58351893845611,1,0,0,0,1
Chiu,712,33,6,0.0,2,1,1,190686.16,0,3.5263605246161616,1,0,0,1,0
Brennan,553,33,4,118082.89,1,0,0,94440.45,0,3.5263605246161616,1,0,0,0,1
Onwuatuegwu,667,31,1,119266.69,1,1,1,28257.63,0,3.4657359027997265,1,0,0,0,1
Hewitt,731,43,2,0.0,1,1,1,170034.95,1,3.784189633918261,1,0,0,0,1
Shih,629,35,7,156847.29,2,1,0,31824.29,0,3.58351893845611,0,1,0,0,1
Balashov,614,50,4,137104.47,1,1,0,127166.49,1,3.9318256327243257,1,0,0,0,1
Doyle,438,31,8,78398.69,1,1,0,44937.01,0,3.4657359027997265,0,1,0,0,1
Pokrovskii,652,80,4,0.0,2,1,1,188603.07,0,4.394449154672439,1,0,0,1,0
Collins,729,30,6,63669.42,1,1,0,145111.37,0,3.4339872044851463,0,1,0,0,1
Russo,642,38,3,0.0,2,0,0,171463.83,0,3.6635616461296463,1,0,0,0,1
Skinner,806,59,0,135296.33,1,1,0,182822.5,0,4.0943445622221,0,1,0,1,0
Robertson,744,36,2,153804.44,1,1,1,87213.33,0,3.6109179126442243,0,0,1,0,1
Atkinson,474,37,3,0.0,2,0,0,57175.32,0,3.6375861597263857,0,0,1,0,1
Doyle,559,49,2,147069.78,1,1,0,120540.83,1,3.912023005428146,1,0,0,0,1
Ritchie,706,42,9,0.0,2,1,1,28714.34,0,3.7612001156935624,0,0,1,0,1
McEncroe,628,22,3,0.0,1,1,0,85426.28,0,3.1354942159291497,0,0,1,1,0
Pearson,429,24,4,95741.75,1,1,0,46170.75,0,3.2188758248682006,1,0,0,0,1
Gordon,525,57,2,145965.33,1,1,1,64448.36,0,4.060443010546419,0,0,1,1,0
Ts'ai,680,30,8,141441.75,1,1,1,16278.97,0,3.4339872044851463,1,0,0,1,0
Lung,749,40,1,139290.41,1,1,0,182855.42,1,3.713572066704308,1,0,0,0,1
Yuan,763,31,4,0.0,2,0,0,50404.72,0,3.4657359027997265,1,0,0,1,0
Pardey,734,30,3,0.0,2,1,0,107640.25,0,3.4339872044851463,1,0,0,0,1
Tai,716,35,4,144428.87,1,1,0,134132.65,0,3.58351893845611,1,0,0,0,1
Scott,594,35,2,0.0,2,1,0,103480.69,0,3.58351893845611,1,0,0,0,1
Hunter,644,46,9,95441.27,1,1,0,108761.05,1,3.8501476017100584,1,0,0,1,0
Mazzanti,671,35,1,144848.74,1,1,1,179012.3,0,3.58351893845611,0,1,0,0,1
L?,664,26,7,116244.14,2,1,1,95145.14,0,3.295836866004329,0,1,0,0,1
Beach,656,50,7,0.0,2,0,1,72143.44,0,3.9318256327243257,1,0,0,0,1
Hsieh,667,40,1,146502.07,1,1,0,19162.89,0,3.713572066704308,0,0,1,1,0
Faulkner,663,44,2,117028.6,2,0,1,144680.18,0,3.8066624897703196,0,1,0,0,1
Knowles,584,30,8,112013.81,1,1,0,177772.03,1,3.4339872044851463,0,1,0,1,0
Day,626,37,6,108269.37,1,1,0,5597.94,0,3.6375861597263857,0,0,1,1,0
Hsueh,485,29,7,182123.79,1,1,0,116828.51,1,3.4011973816621555,1,0,0,0,1
Tsao,659,32,3,150923.74,2,0,1,174652.51,0,3.4965075614664802,0,1,0,1,0
Kennedy,649,33,2,0.0,2,1,0,2010.98,0,3.5263605246161616,1,0,0,0,1
Nwabugwu,805,39,5,165272.13,1,1,0,14109.85,1,3.6888794541139363,0,0,1,1,0
Young,716,39,10,115301.31,1,1,0,43527.4,1,3.6888794541139363,0,1,0,1,0
Kerr,642,40,6,129502.49,2,0,1,86099.23,1,3.713572066704308,0,1,0,1,0
Tien,659,31,4,118342.26,1,0,0,161574.19,0,3.4657359027997265,1,0,0,0,1
Marrero,545,47,5,0.0,2,1,1,38970.14,0,3.8712010109078907,0,0,1,1,0
White,543,22,8,0.0,2,0,0,127587.22,0,3.1354942159291497,1,0,0,0,1
Pisano,718,25,7,0.0,2,1,0,30380.12,0,3.258096538021482,1,0,0,1,0
Brown,840,43,7,0.0,2,1,0,90908.95,0,3.784189633918261,1,0,0,1,0
Freeman,630,34,9,106937.05,2,1,0,138275.01,0,3.5553480614894135,0,1,0,1,0
Russell,643,59,3,170331.37,1,1,1,32171.79,0,4.0943445622221,0,1,0,0,1
Seleznyov,654,32,1,114510.85,1,1,1,126143.23,0,3.4965075614664802,0,1,0,1,0
Yusupova,582,39,5,0.0,2,1,1,129892.93,0,3.6888794541139363,1,0,0,0,1
Foley,659,32,3,107594.11,2,1,1,102416.84,0,3.4965075614664802,0,0,1,0,1
Shih,762,39,2,81273.13,1,1,1,18719.67,0,3.6888794541139363,0,0,1,0,1
Ikedinachukwu,568,32,7,169399.6,1,1,0,61936.22,0,3.4965075614664802,0,0,1,1,0
Power,670,25,6,0.0,2,1,1,78358.94,0,3.258096538021482,0,0,1,0,1
Amos,613,45,1,187841.99,2,1,1,147224.27,0,3.828641396489095,1,0,0,1,0
Reed,539,30,0,0.0,2,1,0,160979.66,0,3.4339872044851463,1,0,0,0,1
Simmons,850,57,8,126776.3,2,1,1,132298.49,0,4.060443010546419,0,0,1,1,0
Ricci,522,34,9,126436.29,1,1,0,174248.52,1,3.5553480614894135,0,0,1,0,1
Yen,737,41,1,101960.74,1,1,1,123547.28,0,3.7376696182833684,1,0,0,0,1
Campbell,520,58,3,0.0,2,0,1,32790.02,0,4.07753744390572,1,0,0,0,1
West,706,28,3,0.0,2,0,1,181543.67,0,3.367295829986474,0,0,1,0,1
Robinson,643,45,2,150842.93,1,0,1,2319.96,1,3.828641396489095,0,1,0,1,0
Bianchi,648,50,9,102535.57,1,1,1,189543.19,0,3.9318256327243257,1,0,0,1,0
Chen,443,29,9,99027.61,2,1,0,10940.4,0,3.4011973816621555,0,1,0,1,0
Madukaego,640,68,9,0.0,2,1,1,199493.38,0,4.23410650459726,1,0,0,0,1
Ibrahimova,628,33,3,0.0,1,1,1,188193.25,0,3.5263605246161616,0,0,1,1,0
Nolan,540,42,9,87271.41,2,1,0,172572.64,0,3.7612001156935624,0,1,0,1,0
Scott,460,35,8,102742.91,2,1,1,189339.6,0,3.58351893845611,0,1,0,1,0
Blair,636,34,2,40105.51,2,0,1,53512.16,0,3.5553480614894135,0,1,0,0,1
Monaldo,593,29,2,152265.43,1,1,0,34004.44,0,3.4011973816621555,1,0,0,1,0
Sutherland,801,42,4,141947.67,1,1,1,10598.29,0,3.7612001156935624,0,0,1,0,1
Cole,640,75,1,106307.91,2,0,1,113428.77,0,4.330733340286331,0,1,0,1,0
Briggs,611,31,0,107884.81,2,1,1,183487.98,0,3.4657359027997265,0,1,0,0,1
Gregory,802,31,1,125013.72,1,1,1,187658.09,0,3.4657359027997265,0,1,0,0,1
Bianchi,717,35,7,58469.37,2,1,1,172459.39,0,3.58351893845611,0,1,0,0,1
Angelo,769,39,8,0.0,1,0,1,21016.0,0,3.6888794541139363,1,0,0,1,0
Gardiner,745,45,10,117231.63,3,1,1,122381.02,1,3.828641396489095,0,1,0,0,1
Kerr,572,35,4,152390.26,1,1,0,128123.66,0,3.58351893845611,0,0,1,0,1
Ko,629,30,2,34013.63,1,1,0,19570.63,0,3.4339872044851463,0,0,1,1,0
Distefano,687,39,2,0.0,3,0,0,188150.6,1,3.6888794541139363,0,0,1,1,0
Farrell,483,50,9,0.0,2,1,1,111020.24,0,3.9318256327243257,1,0,0,1,0
Milano,690,36,7,101583.11,2,1,0,123775.15,0,3.6109179126442243,1,0,0,0,1
Ting,492,30,10,77168.87,2,0,1,146700.22,0,3.4339872044851463,0,1,0,1,0
Boyd,709,28,8,124695.72,2,1,0,145251.35,0,3.367295829986474,0,1,0,0,1
Onyemaechi,705,44,3,105934.96,1,1,0,82463.69,0,3.8066624897703196,0,1,0,0,1
Black,560,66,9,0.0,1,1,1,15928.49,0,4.204692619390966,1,0,0,1,0
Oliver,611,46,6,0.0,2,1,0,45886.33,0,3.8501476017100584,0,0,1,0,1
Greco,730,62,2,0.0,2,1,1,186489.95,0,4.143134726391533,0,0,1,0,1
Whitehead,709,45,2,0.0,2,0,1,162922.65,0,3.828641396489095,0,0,1,1,0
Ikemefuna,544,21,10,161525.96,2,1,0,9262.77,0,3.091042453358316,1,0,0,1,0
Morrison,712,29,7,147199.07,1,1,1,84932.4,0,3.4011973816621555,0,1,0,1,0
Onyeoruru,752,38,3,183102.29,1,1,1,71557.12,0,3.6635616461296463,0,1,0,0,1
Cunningham,648,46,9,127209.0,2,1,0,77405.95,1,3.8501476017100584,0,0,1,0,1
Demidov,556,38,8,0.0,2,0,0,417.41,1,3.6635616461296463,0,0,1,0,1
Celis,594,24,0,97378.54,1,1,1,71405.17,0,3.2188758248682006,0,0,1,1,0
Cheng,645,37,2,136925.09,2,0,1,153400.24,0,3.6375861597263857,0,1,0,1,0
Knight,557,33,3,54503.55,1,1,1,371.05,0,3.5263605246161616,1,0,0,0,1
Morin,547,32,8,155726.85,1,1,0,67789.99,0,3.4965075614664802,0,1,0,0,1
Mills,701,39,9,0.0,2,0,1,145894.9,0,3.6888794541139363,1,0,0,1,0
Outhwaite,616,66,1,135842.41,1,1,0,183840.51,1,4.204692619390966,1,0,0,1,0
Tung,605,52,1,63349.75,1,1,0,108887.44,0,3.970291913552122,1,0,0,0,1
Pai,593,38,4,129499.42,1,1,1,154071.27,0,3.6635616461296463,0,1,0,1,0
Carpenter,751,52,8,0.0,2,0,1,179291.85,0,3.970291913552122,0,0,1,0,1
Fennell,443,36,6,70438.01,2,0,1,56937.43,0,3.6109179126442243,0,0,1,0,1
Fontaine,685,23,8,0.0,2,1,1,112239.03,0,3.1780538303479458,1,0,0,0,1
Pratt,718,36,9,0.0,1,1,0,45909.87,0,3.6109179126442243,1,0,0,0,1
Mitchell,538,49,9,141434.04,1,0,0,173779.25,1,3.912023005428146,0,0,1,1,0
Franklin,611,37,4,0.0,2,1,0,125696.26,0,3.6375861597263857,0,0,1,1,0
K'ung,668,37,10,152958.29,2,1,1,159585.61,0,3.6375861597263857,0,1,0,0,1
Ko,537,41,3,138306.34,1,1,0,106761.47,0,3.7376696182833684,0,1,0,1,0
McKenzie,709,23,10,0.0,2,0,0,129590.18,0,3.1780538303479458,0,0,1,0,1
Pino,850,38,1,0.0,2,1,1,80006.65,0,3.6635616461296463,1,0,0,0,1
Fisk,745,31,3,124328.84,1,1,1,140451.52,0,3.4657359027997265,0,0,1,1,0
Chiang,693,41,9,181461.48,3,1,1,187929.43,1,3.7376696182833684,0,1,0,1,0
Moseley,795,35,8,0.0,2,1,0,167155.36,0,3.58351893845611,0,0,1,0,1
Hsiung,626,26,8,0.0,2,0,0,191420.71,0,3.295836866004329,0,0,1,0,1
Heath,487,61,5,110368.03,1,0,0,11384.45,1,4.127134385045092,0,1,0,1,0
Dellucci,556,39,9,89588.35,1,1,1,94898.1,0,3.6888794541139363,1,0,0,1,0
Li,643,46,6,0.0,2,0,0,106781.59,0,3.8501476017100584,1,0,0,1,0
De Salis,605,28,6,0.0,2,0,0,159508.52,0,3.367295829986474,1,0,0,1,0
T'ang,756,60,3,115924.89,1,1,0,93524.19,1,4.110873864173311,0,1,0,1,0
Richardson,586,38,2,0.0,2,1,0,87168.46,0,3.6635616461296463,1,0,0,1,0
Fitch,535,40,7,111756.5,1,1,0,8128.32,1,3.713572066704308,0,1,0,0,1
Stevenson,678,35,4,0.0,1,1,0,125518.32,0,3.58351893845611,1,0,0,1,0
Estes,596,39,9,0.0,1,1,0,48963.59,0,3.6888794541139363,1,0,0,0,1
Lattimore,648,26,9,162923.85,1,1,0,98368.24,0,3.295836866004329,1,0,0,0,1
Chung,492,39,10,124576.65,2,1,0,148584.61,0,3.6888794541139363,0,1,0,0,1
Utz,702,45,0,80793.58,1,1,1,27474.81,0,3.828641396489095,1,0,0,0,1
Wei,486,40,9,71340.09,1,1,0,76192.21,0,3.713572066704308,0,1,0,1,0
Boyle,568,40,1,99282.63,1,0,0,134600.94,1,3.713572066704308,0,1,0,0,1
Nwachinemelu,619,57,3,137946.39,1,1,1,72467.99,1,4.060443010546419,0,1,0,0,1
Kuznetsova,724,41,2,127892.57,2,0,1,199645.45,0,3.7376696182833684,0,1,0,0,1
Pisani,548,33,0,101084.36,1,1,0,42749.85,0,3.5263605246161616,0,1,0,1,0
Manna,545,37,8,114754.08,1,1,0,136050.44,1,3.6375861597263857,0,1,0,1,0
Collier,683,33,8,0.0,1,0,0,73564.44,0,3.5263605246161616,1,0,0,0,1
Ricci,762,51,3,99286.98,1,0,1,85578.63,0,3.9512437185814275,1,0,0,1,0
Carr,627,30,4,79871.02,2,1,0,129826.89,0,3.4339872044851463,0,1,0,1,0
Hs?,516,35,10,104088.59,2,0,0,119666.0,0,3.58351893845611,1,0,0,0,1
Findlay,800,38,2,168190.33,2,1,0,68052.08,0,3.6635616461296463,1,0,0,1,0
Hughes,464,42,3,85679.25,1,1,1,164104.74,0,3.7612001156935624,0,1,0,1,0
Chukwuemeka,626,35,3,0.0,1,0,0,80190.36,0,3.58351893845611,1,0,0,1,0
Genovese,790,31,9,0.0,2,1,0,84126.75,0,3.4657359027997265,1,0,0,1,0
Swift,534,34,7,121551.58,2,1,1,70179.0,0,3.5553480614894135,1,0,0,1,0
Ugoji,745,46,2,122220.19,1,1,1,118024.1,0,3.8501476017100584,1,0,0,0,1
Parkinson,553,47,3,116528.15,1,0,0,145704.19,1,3.8712010109078907,0,0,1,0,1
Ross,748,26,1,77780.29,1,0,1,183049.41,0,3.295836866004329,1,0,0,1,0
Oleary,722,37,2,0.0,1,0,0,120906.83,0,3.6375861597263857,1,0,0,0,1
Turnbull,501,40,4,125832.2,1,1,1,100433.83,0,3.713572066704308,1,0,0,0,1
Uspensky,675,38,6,68065.8,1,0,0,138777.0,1,3.6635616461296463,1,0,0,1,0
Cook,778,47,6,127299.34,2,1,0,124694.99,0,3.8712010109078907,0,0,1,1,0
Newbold,494,38,7,174937.64,1,1,0,40084.32,0,3.6635616461296463,0,1,0,1,0
Uchechukwu,850,40,9,0.0,2,0,1,119232.33,0,3.713572066704308,1,0,0,0,1
Ch'en,592,31,7,110071.1,1,0,0,43921.36,0,3.4657359027997265,0,0,1,0,1
He,590,44,3,139432.37,1,1,0,62222.81,0,3.8066624897703196,0,0,1,1,0
Hilton,758,39,6,127357.76,1,0,1,56577.0,0,3.6888794541139363,1,0,0,1,0
Sal,506,36,5,0.0,2,1,0,164253.35,0,3.6109179126442243,1,0,0,0,1
Eluemuno,733,33,3,0.0,1,1,1,7666.73,0,3.5263605246161616,1,0,0,0,1
Titus,711,38,3,0.0,2,1,0,68487.51,0,3.6635616461296463,1,0,0,0,1
Yin,514,43,1,95556.31,1,0,1,199273.98,1,3.784189633918261,0,1,0,0,1
Lettiere,637,37,8,0.0,1,1,1,186062.36,0,3.6375861597263857,0,0,1,0,1
Templeman,468,29,1,111681.98,2,1,1,195711.16,0,3.4011973816621555,0,1,0,0,1
Chibuzo,539,39,3,0.0,2,1,0,36692.17,0,3.6888794541139363,1,0,0,0,1
Sun,509,25,3,108738.71,2,1,0,106920.57,0,3.258096538021482,0,0,1,1,0
Evans,662,32,4,133950.37,1,1,1,48725.68,1,3.4965075614664802,1,0,0,1,0
Ogbonnaya,818,26,4,0.0,2,1,1,167036.94,0,3.295836866004329,0,0,1,0,1
Enyinnaya,608,33,9,89968.69,1,1,0,68777.26,0,3.5263605246161616,1,0,0,0,1
Olisanugo,850,32,9,0.0,2,1,1,18924.92,0,3.4965075614664802,0,0,1,1,0
Brookes,816,38,5,130878.75,3,1,0,71905.77,1,3.6635616461296463,0,1,0,1,0
Padovano,536,35,8,0.0,2,1,0,64833.28,0,3.58351893845611,1,0,0,0,1
Fisk,753,35,3,0.0,2,1,1,184843.77,0,3.58351893845611,1,0,0,0,1
Shih,631,27,10,134169.62,1,1,1,176730.02,0,3.332204510175204,0,0,1,0,1
Hare,703,37,1,149762.08,1,1,0,20629.4,1,3.6375861597263857,1,0,0,0,1
Muir,774,26,2,93844.69,1,1,0,28415.36,0,3.295836866004329,1,0,0,0,1
Fanucci,785,28,8,0.0,2,1,0,77231.27,0,3.367295829986474,1,0,0,0,1
Elewechi,571,33,1,0.0,2,1,0,102750.7,0,3.5263605246161616,1,0,0,1,0
Johnston,621,46,6,141078.37,1,0,0,34580.8,1,3.8501476017100584,0,1,0,0,1
Pisano,605,31,1,117992.59,1,1,1,183598.77,0,3.4657359027997265,0,1,0,1,0
Ankudinov,611,40,8,100812.33,2,1,0,147358.27,0,3.713572066704308,1,0,0,1,0
Nwokike,569,38,7,0.0,1,1,1,108469.2,0,3.6635616461296463,1,0,0,0,1
Smith,658,29,4,80262.6,1,1,1,20612.82,0,3.4011973816621555,1,0,0,0,1
Atkins,788,34,6,156478.62,1,0,1,181196.76,0,3.5553480614894135,0,0,1,0,1
Burns,525,23,5,0.0,2,1,0,160249.1,0,3.1780538303479458,1,0,0,1,0
Obiuto,798,37,8,0.0,3,0,0,110783.28,0,3.6375861597263857,1,0,0,0,1
Pirozzi,486,37,9,115217.99,2,1,0,144995.33,0,3.6375861597263857,0,1,0,0,1
George,615,61,9,0.0,2,1,0,150227.85,1,4.127134385045092,0,0,1,0,1
Lewis,730,35,0,155470.55,1,1,1,53718.28,0,3.58351893845611,1,0,0,1,0
Moran,641,37,7,0.0,2,1,0,75248.3,0,3.6375861597263857,1,0,0,0,1
Dalrymple,542,39,3,135096.77,1,1,1,14353.43,1,3.6888794541139363,1,0,0,0,1
Carslaw,692,30,2,0.0,2,0,1,130486.57,0,3.4339872044851463,1,0,0,0,1
Kirby,714,55,9,180075.22,1,1,1,100127.71,0,4.02535169073515,0,1,0,1,0
Houghton,591,29,1,97541.24,1,1,1,196356.17,0,3.4011973816621555,0,0,1,0,1
Martin,710,41,2,156067.05,1,1,1,9983.88,0,3.7376696182833684,1,0,0,1,0
Tan,639,38,4,81550.94,2,0,1,118974.77,0,3.6635616461296463,1,0,0,1,0
Hsia,531,47,6,0.0,1,0,0,194998.34,1,3.8712010109078907,1,0,0,1,0
Westerberg,673,38,2,170061.92,2,0,0,134901.34,1,3.6635616461296463,1,0,0,1,0
Hale,765,36,8,92310.54,2,1,1,72924.56,0,3.6109179126442243,0,1,0,0,1
Kryukova,622,32,6,169089.38,2,1,0,101057.95,0,3.4965075614664802,1,0,0,1,0
Sopuluchukwu,806,40,5,80613.93,1,1,1,142838.64,0,3.713572066704308,1,0,0,0,1
Barry,757,26,8,121581.56,2,1,1,127059.04,0,3.295836866004329,0,1,0,0,1
Selezneva,570,58,8,0.0,1,0,1,116503.92,1,4.07753744390572,1,0,0,1,0
Chizuoke,555,32,4,0.0,2,1,1,54405.79,0,3.4965075614664802,0,0,1,0,1
Lueck,692,54,5,0.0,2,1,1,88721.84,0,4.007333185232471,1,0,0,0,1
Udinese,774,60,5,85891.55,1,1,0,74135.48,1,4.110873864173311,1,0,0,0,1
Udobata,638,44,9,77637.35,2,1,1,111346.22,0,3.8066624897703196,0,0,1,0,1
Freeman,543,41,4,0.0,1,0,0,194902.16,0,3.7376696182833684,0,0,1,1,0
Outlaw,584,31,5,0.0,2,1,0,31474.27,0,3.4657359027997265,1,0,0,0,1
Obiuto,691,30,7,116927.89,1,1,0,21198.39,0,3.4339872044851463,0,1,0,0,1
Lo,684,40,6,137326.65,1,1,0,186976.6,0,3.713572066704308,0,1,0,1,0
Okechukwu,733,22,5,0.0,2,1,1,117202.19,0,3.1354942159291497,1,0,0,0,1
King,599,37,2,0.0,2,1,1,143739.29,0,3.6375861597263857,0,0,1,1,0
Forbes,524,31,10,67238.98,2,1,1,161811.23,0,3.4657359027997265,0,1,0,1,0
Macleod,632,38,6,86569.76,2,1,0,98090.91,0,3.6635616461296463,0,1,0,1,0
Gibbs,735,34,5,0.0,2,0,0,71095.41,0,3.5553480614894135,0,0,1,0,1
Isayev,734,34,6,133598.4,1,1,1,13107.24,0,3.5553480614894135,1,0,0,0,1
Pisano,605,51,3,136188.78,1,1,1,67110.59,1,3.9512437185814275,1,0,0,1,0
Belstead,793,38,9,0.0,2,1,0,88225.02,0,3.6635616461296463,0,0,1,0,1
Vassiliev,468,56,10,0.0,3,0,1,62256.87,1,4.04305126783455,1,0,0,1,0
Schneider,779,37,7,120092.52,2,1,0,135925.72,0,3.6375861597263857,0,1,0,0,1
Mazzanti,698,48,4,101238.24,2,0,1,177815.87,1,3.8918202981106265,1,0,0,0,1
Knipe,707,58,6,89685.92,1,0,1,126471.13,0,4.07753744390572,1,0,0,0,1
Macartney,850,35,1,211774.31,1,1,0,188574.12,1,3.58351893845611,1,0,0,1,0
Madukwe,850,56,7,131317.48,1,1,1,119175.45,0,4.04305126783455,1,0,0,0,1
Watts,527,37,5,93722.73,2,1,1,139093.73,0,3.6375861597263857,0,0,1,0,1
Humphreys,696,32,8,101160.99,1,1,1,115916.55,0,3.4965075614664802,0,1,0,0,1
Wu,661,48,3,120320.54,1,0,0,96463.25,0,3.8918202981106265,1,0,0,0,1
Chin,776,31,2,0.0,2,1,1,112349.51,0,3.4657359027997265,1,0,0,1,0
Chesnokova,701,43,2,0.0,2,1,1,165303.79,0,3.784189633918261,1,0,0,0,1
Kung,610,26,8,0.0,2,1,0,166031.08,0,3.295836866004329,1,0,0,0,1
Lu,572,48,3,152827.99,1,1,0,38411.79,1,3.8918202981106265,0,1,0,1,0
Nkemakolam,673,30,1,64097.75,1,1,1,77783.35,0,3.4339872044851463,1,0,0,0,1
Walton,519,57,2,119035.35,2,1,1,29871.79,0,4.060443010546419,0,0,1,1,0
Brookes,702,26,4,135219.57,1,0,1,59747.63,0,3.295836866004329,0,0,1,1,0
Baldwin,729,32,6,93694.42,1,1,1,79919.13,0,3.4965075614664802,1,0,0,0,1
Mai,543,35,10,59408.63,1,1,0,76773.53,0,3.58351893845611,0,0,1,0,1
Shih,550,40,7,114354.95,1,1,0,54018.93,0,3.713572066704308,1,0,0,1,0
He,608,59,1,0.0,1,1,0,70649.64,1,4.0943445622221,1,0,0,0,1
Fiorentini,639,35,10,128173.9,2,1,0,59093.39,0,3.58351893845611,0,1,0,0,1
Lucciano,686,34,9,0.0,2,1,0,127569.8,0,3.5553480614894135,0,0,1,0,1
Ferreira,564,62,5,114931.35,3,0,1,18260.98,1,4.143134726391533,0,1,0,1,0
Ukaegbunam,745,28,1,111071.36,1,1,0,73275.96,1,3.367295829986474,0,1,0,1,0
De Luca,833,37,8,151226.18,2,1,1,136129.49,0,3.6375861597263857,1,0,0,0,1
Milne,622,26,9,0.0,2,1,1,153237.59,0,3.295836866004329,1,0,0,0,1
Davide,597,42,4,64740.12,1,1,1,106841.12,0,3.7612001156935624,1,0,0,1,0
Kodilinyechukwu,721,51,0,169312.13,1,1,0,109078.35,1,3.9512437185814275,0,0,1,0,1
Little,504,49,7,0.0,3,0,1,87822.14,1,3.912023005428146,1,0,0,1,0
Burns,842,44,2,112652.08,2,1,0,126644.98,0,3.8066624897703196,0,0,1,1,0
Paterson,587,38,0,0.0,2,1,0,47414.15,0,3.6635616461296463,1,0,0,0,1
Han,479,30,7,143964.36,2,1,0,41879.99,0,3.4339872044851463,0,1,0,1,0
Kryukova,508,49,7,122451.46,2,1,1,75808.1,0,3.912023005428146,1,0,0,0,1
Ijendu,749,24,1,0.0,3,1,1,47911.03,0,3.2188758248682006,1,0,0,0,1
Reichard,721,36,3,65253.07,2,1,0,28737.78,0,3.6109179126442243,0,1,0,1,0
Day,674,47,6,106901.94,1,1,1,2079.2,1,3.8712010109078907,0,1,0,0,1
Price,685,25,10,128509.63,1,1,0,121562.33,0,3.258096538021482,0,0,1,1,0
Bruce,417,34,7,0.0,2,1,0,55003.79,0,3.5553480614894135,1,0,0,0,1
Sumrall,574,33,3,129834.67,1,1,0,193131.42,0,3.5263605246161616,0,1,0,0,1
Lu,590,51,3,154962.99,3,0,1,191932.27,1,3.9512437185814275,0,0,1,1,0
Lazarev,587,40,5,138241.9,2,1,0,159418.1,0,3.713572066704308,0,1,0,0,1
Miller,598,41,3,91536.93,1,1,0,191468.78,1,3.7376696182833684,0,1,0,0,1
Wentworth-Shields,741,53,3,0.0,2,1,1,38913.68,0,3.9889840465642745,0,0,1,0,1
Ritchie,850,70,5,0.0,1,1,1,705.18,0,4.2626798770413155,0,0,1,1,0
Mackenzie,584,29,7,105204.01,1,0,1,138490.03,0,3.4011973816621555,0,1,0,1,0
Power,650,61,1,152968.73,1,0,1,82970.69,0,4.127134385045092,0,0,1,0,1
Tan,607,36,8,158261.68,1,1,1,76744.72,0,3.6109179126442243,0,0,1,0,1
Pendergrass,509,46,1,0.0,1,1,0,71244.59,1,3.8501476017100584,1,0,0,1,0
Evans,689,38,6,121021.05,1,1,1,12182.15,0,3.6635616461296463,0,0,1,1,0
Hsia,543,36,4,0.0,2,1,1,141210.5,0,3.6109179126442243,1,0,0,0,1
Billson,438,54,2,0.0,1,0,0,191763.07,1,4.007333185232471,0,0,1,1,0
Teng,687,63,1,137715.66,1,1,1,37938.74,0,4.1588830833596715,0,0,1,1,0
Moretti,737,31,5,121192.22,2,1,1,74890.58,0,3.4657359027997265,0,1,0,0,1
Jordan,761,31,7,0.0,3,1,1,166698.18,0,3.4657359027997265,1,0,0,0,1
Ts'ao,601,44,1,100486.18,2,1,1,62678.53,0,3.8066624897703196,1,0,0,0,1
Osborne,651,45,1,0.0,1,1,0,67740.08,1,3.828641396489095,1,0,0,0,1
Carslaw,745,35,9,92566.53,2,1,0,161519.77,0,3.58351893845611,1,0,0,0,1
Ch'ang,648,49,10,0.0,2,1,1,159835.78,1,3.912023005428146,0,0,1,1,0
Hung,848,40,3,110929.96,1,1,1,30876.84,0,3.713572066704308,0,0,1,0,1
Gordon,546,27,8,0.0,2,1,1,14858.1,0,3.332204510175204,1,0,0,1,0
Obialo,439,32,3,138901.61,1,1,0,75685.97,0,3.4965075614664802,0,0,1,1,0
Gray,755,30,4,123217.66,2,0,1,144183.1,0,3.4339872044851463,1,0,0,0,1
Lin,593,41,6,0.0,1,1,0,65170.66,0,3.7376696182833684,1,0,0,1,0
Hopkins,701,39,2,0.0,2,1,1,82526.92,0,3.6888794541139363,1,0,0,0,1
Dobson,701,36,8,0.0,2,1,0,169161.46,0,3.6109179126442243,0,0,1,0,1
McKay,607,33,2,108431.87,2,0,1,109291.39,1,3.5263605246161616,0,0,1,1,0
Revell,586,57,3,0.0,2,0,1,6057.81,0,4.060443010546419,0,0,1,1,0
